storeNo,productNo,price,stock
309,B438,3399,83653
314,B439,4898,29717
298,B440,9999,72203
300,B441,6988,84099
343,B442,4499,41649
344,B443,2150,56563
250,B444,2699,74201
312,B445,6480,3846
322,B446,2999,34084
254,B447,3899,64682
250,B448,2999,13881
336,B449,13499,80984
272,B450,1199,46249
1,B451,2199,56850
6,B452,4399,52712
6,B453,6799,2715
248,B454,5599,24123
248,B455,8999,66144
247,B456,6799,19145
256,B457,8999,40282
247,B458,6199,48992
256,B459,12999,33219
259,B460,4099,31348
259,B461,4598,9474
252,B462,6299,76571
251,B463,3598,19752
251,B464,6999,25167
252,B465,4998,93276
268,B466,3899,76630
268,B467,2099,1983
263,B468,4998,17971
263,B469,3699,20237
274,B470,5988,45676
274,B471,7299,95302
287,B472,3799,87056
287,B473,13499,54440
271,B474,3899,56913
271,B475,4899,84961
295,B476,8999,90490
257,B477,5799,91983
295,B478,6199,96617
285,B479,7188,74633
285,B480,3368,52306
297,B481,4299,11305
257,B482,5099,97864
297,B483,2999,78328
298,B484,5699,46081
345,B485,1950,55203
246,B486,4299,29618
305,B487,4999,47104
317,B488,4799,15117
310,B489,5699,16852
281,B490,2399,16272
288,B491,3598,93062
305,B492,4699,57246
336,B493,8999,25019
310,B494,6199,490
346,B495,5999,88050
288,B496,7149,62223
250,B497,4299,9232
308,B498,6999,82000
289,B499,5299,23880
298,B500,4099,27146
309,B501,3988,24713
326,B502,987.89,47443
296,B503,2400,92213
344,B504,1900,66306
6,B505,5999,84610
248,B506,4899,73802
6,B507,5899,82559
256,B508,5999,52787
247,B509,7299,15493
256,B510,7399,62453
247,B511,6699,67448
259,B512,5998,46645
259,B513,4488,95220
251,B514,2999,43981
251,B515,9399,28479
252,B516,4198,59177
248,B517,5699,64174
252,B518,6598,93130
268,B519,6299,34170
263,B520,4999,13201
263,B521,4999,2635
274,B522,6699,83306
274,B523,9999,59829
268,B524,4999,2207
287,B525,9999,28787
287,B526,9999,20140
271,B527,4548,2348
271,B528,4499,55234
295,B529,4899,72842
285,B530,7188,69855
295,B531,4599,13015
297,B532,3899,83420
285,B533,5788,94203
297,B534,5499,22889
257,B535,6899,95607
298,B536,4699,12368
329,B537,3899,69709
260,B538,2199,49950
257,B539,3799,32765
347,B540,1800,89369
348,B541,3760,25441
306,B542,1397.76,29427
246,B543,4499,71227
289,B544,5899,11465
310,B545,6099,20959
298,B546,6899,48147
310,B547,6899,85832
270,B548,3990.6,50991
305,B549,4599,18513
336,B550,6299,41727
308,B551,7999,148
300,B552,5688,82390
300,B553,4588,90561
349,B554,2498,70094
308,B555,12999,13617
314,B556,3999,90460
289,B557,3399,80377
6,B558,8499,61746
247,B559,7199,10810
247,B560,2999,84400
256,B561,12999,99730
256,B562,9999,71341
6,B563,7399,7408
259,B564,5499,97698
259,B565,5798,75375
251,B566,4399,14886
252,B567,6298,32771
251,B568,3599,78942
248,B569,4798,9637
252,B570,4998,45293
263,B571,3199,73245
263,B572,4599,36000
248,B573,7799,27094
274,B574,5299,72405
274,B575,8999,58938
287,B576,8499,99440
287,B577,7999,67147
268,B578,4999,60703
271,B579,4899,81995
268,B580,4249,12425
271,B581,5099,93790
297,B582,8999,4070
297,B583,4999,93157
285,B584,11499,61936
295,B585,18999,77119
295,B586,9999,73567
285,B587,4899,4034
298,B588,5999,54635
300,B589,10699,59672
350,B590,4995,9007
300,B591,4888,98838
279,B592,5699,50752
279,B593,5999.01,31374
320,B594,2549,83302
305,B595,3199,99746
340,B596,1299,27759
282,B597,3399,18543
336,B598,12499,85114
351,B599,3799,33178
288,B600,3999,52158
352,B601,3499,8170
302,B602,3267,14313
349,B603,4399,17223
353,B604,3999,98744
291,B605,5799,50399
260,B606,2288,67894
352,B607,4099,11768
257,B608,3099,3713
277,B609,3399,7246
317,B610,3499,71579
247,B611,3899,8765
247,B612,7899,96882
256,B613,11499,43748
256,B614,7599,38935
6,B615,7499,69140
6,B616,7299,9198
259,B617,5099,65454
259,B618,4099,22255
251,B619,6148,54525
252,B620,5398,65687
251,B621,4299,54068
252,B622,7898,4949
274,B623,8999,46831
263,B624,3999,86108
263,B625,4999,81559
274,B626,6999,35643
248,B627,2599,21012
287,B628,7999,33166
287,B629,6999,27297
271,B630,3898,52139
271,B631,2999,89922
297,B632,6599,98396
297,B633,8099,64047
295,B634,14999,7000
268,B635,3399,21378
295,B636,6999,70693
268,B637,3499,3739
300,B638,5888,12792
248,B639,4999,31476
300,B640,12998,57964
354,B641,2888,30657
355,B642,4199,93444
119,B643,6199,55630
314,B644,2598,96440
308,B645,13499,57152
353,B646,3999,52366
288,B647,3199,30405
282,B648,3999,53457
289,B649,4599,91098
356,B650,5860,85178
309,B651,3599,61830
357,B652,2850,35449
304,B653,13499,3691
308,B654,18299,20077
358,B655,4099,60283
27,B656,1699,47348
348,B657,2380,63431
246,B658,2099,41393
337,B659,6499,98112
336,B660,8499,58998
314,B661,2498,42233
254,B662,4099,35176
333,B663,998,153
247,B664,3788,10673
247,B665,6149,57538
256,B666,12999,84791
6,B667,4699,71993
256,B668,10699,5500
6,B669,5499,66708
259,B670,5199,96712
259,B671,3799,95023
251,B672,3699,22866
252,B673,3099,36765
252,B674,6799,885
251,B675,6999,31409
263,B676,2499,63614
274,B677,6999,85845
263,B678,4099,28243
274,B679,4899,10665
287,B680,5788,5653
287,B681,9999,73717
271,B682,2399,9721
297,B683,4899,22533
297,B684,10499,46121
271,B685,2798,29600
248,B686,4799,72874
268,B687,2299,29674
300,B688,3688,91226
308,B689,9699,56965
257,B690,4949,85796
279,B691,6999,18037
260,B692,2688,6223
359,B693,2799,12595
289,B694,3499,94094
336,B695,14499,43860
64,B696,6099,12237
246,B697,2299,25772
279,B698,9999,67202
351,B699,1999,72525
144,B700,1507.24,91677
360,B701,4899,18708
353,B702,4399,97451
343,B703,6499,84824
340,B704,1699,81424
332,B705,2758,34109
310,B706,2899,11015
308,B707,29999,13677
64,B708,5899,49803
337,B709,2999,87361
361,B710,2999,90530
260,B711,2649,62475
340,B712,1299,99628
309,B713,2159,82565
289,B714,3699,5663
317,B715,1299,60684
336,B716,16999,48060
247,B717,3899,48239
247,B718,4899,30467
256,B719,8999,93513
256,B720,9799,72790
6,B721,5999,40928
6,B722,7999,60481
259,B723,6148,44919
259,B724,2549,96682
251,B725,6348,35794
252,B726,5798,3221
252,B727,5399,36544
263,B728,3799,57034
274,B729,4299,77089
274,B730,3299,84315
251,B731,6199,33936
287,B732,4999,33869
287,B733,10299,96590
263,B734,3599,76005
297,B735,6999,18638
271,B736,2999,66607
297,B737,4199,41780
271,B738,2899,90769
64,B739,4899,5433
64,B740,5199,23674
279,B741,6199.01,58988
279,B742,5699,32103
362,B743,4699,29033
289,B744,5999,27156
363,B745,1614.05,73724
289,B746,4499,67859
364,B747,1992.2,83385
365,B748,2239,73615
309,B749,2188,77971
308,B750,5999,42192
308,B751,3499,46543
298,B752,7499,902
366,B753,4752,26526
275,B754,2249,68494
367,B755,1680,89441
335,B756,1380,6896
288,B757,2298,20481
320,B758,1949,36077
360,B759,6999,13780
304,B760,18999,3905
182,B761,390,46459
309,B762,2388,77833
331,B763,1999,66439
310,B764,3799,22410
53,B765,3666,66617
368,B766,2799,8232
369,B767,1280,22148
294,B768,3199,94914
328,B769,4799,42599
247,B770,6899,78309
247,B771,2999,2402
256,B772,6399,33737
256,B773,7799,6519
6,B774,5099,26101
6,B775,3999,82804
259,B776,3999,85663
259,B777,4998,17304
252,B778,4128,791
252,B779,3898,58863
274,B780,9999,56469
274,B781,6999,55001
251,B782,4299,54101
251,B783,3599,39362
287,B784,6499,26414
287,B785,4399,78238
297,B786,3999,99670
297,B787,3399,59675
279,B788,5999,91801
279,B789,7999,45212
64,B790,12999,81532
308,B791,5999,94362
308,B792,11499,41237
64,B793,9499,33633
86,B794,841.5,76704
370,B795,6399,75870
309,B796,2099,96069
144,B797,1656.2,26841
366,B798,4752,48993
349,B799,2650,7489
343,B800,3388,51038
328,B801,5769,61667
371,B802,750,20226
248,B803,2999,59835
355,B804,2399,85877
372,B805,7000,48493
300,B806,3599,5702
289,B807,4399,8823
373,B808,3400,29310
374,B809,13388,84269
375,B810,2498,21611
376,B811,1480,72662
377,B812,4799,67564
273,B813,4799,24423
351,B814,2299,47150
339,B815,5799,76085
275,B816,1988,82371
317,B817,1899,6259
352,B818,3599,59366
296,B819,1550,91898
378,B820,3099,16987
379,B821,1699,41677
380,B822,2500,68795
247,B823,5199,80936
256,B824,5799,60633
256,B825,11499,34328
6,B826,7999,36393
247,B827,4299,27409
6,B828,9599,19308
259,B829,8298,58012
259,B830,2598,45769
252,B831,4799,46607
252,B832,4128,32040
251,B833,2259,87094
274,B834,4899,3724
251,B835,2799,48667
287,B836,8999,21616
287,B837,7699,12350
274,B838,12499,63612
297,B839,3999,90941
279,B840,5599,69329
381,C01,1799,80045
382,C02,2999,49705
382,C03,1299,41480
383,C04,2699,81821
382,C05,3988,75122
382,C06,5488,56031
383,C07,3399,93527
6,C08,5488,58527
6,C09,3988,5257
384,C10,2699,47208
385,C11,2699,16381
386,C12,2699,10990
387,C13,5488,27332
388,C14,3599,20125
384,C15,3299,74548
385,C16,3299,49373
389,C17,5488,83179
390,C18,1453,92931
391,C19,4399,69896
390,C20,2699,47994
391,C21,6299,35523
392,C22,5488,90999
393,C23,1799.01,71423
387,C24,2999,88729
394,C25,2699,76881
395,C26,5488,59701
395,C27,1799,31505
394,C28,5488,65844
396,C29,1099,98859
397,C30,2999,17034
398,C31,3299,90615
399,C32,2999,26556
386,C33,3299,33007
400,C34,1799,79409
401,C35,3599,17035
402,C36,3599,28842
403,C37,3599,81688
404,C38,1299,14074
405,C39,849,28609
406,C40,4399,96032
381,C41,2499,11738
407,C42,5899,83581
396,C43,1799.01,7550
408,C44,5988,77911
409,C45,3988,18728
389,C46,3988,4153
410,C47,1799,60049
411,C48,2999,95961
382,C49,1999,2335
412,C50,3988,52566
413,C51,1199,70755
414,C52,4399,76310
409,C53,5488,90542
414,C54,4099,24528
410,C55,5288,44814
408,C56,3988,90160
415,C57,4049,54226
382,C58,2999,14174
383,C59,1399,94236
382,C60,2499,46342
383,C61,2399,89303
6,C62,2699,34788
6,C63,2999,8483
384,C64,1799,48053
384,C65,1199,86319
395,C66,1399,72641
387,C67,3988,67182
385,C68,2999,17065
395,C69,3299,50315
385,C70,1399,5828
386,C71,1399,21770
394,C72,1199,48579
394,C73,1399,72834
389,C74,2758,18199
389,C75,2758,51501
381,C76,1099,51294
399,C77,5488,73936
416,C78,1299,43620
381,C79,1399,37226
391,C80,4049,37094
407,C81,4399,68169
417,C82,2999,96126
398,C83,2699,78223
418,C84,2999,37830
419,C85,2608,93896
420,C86,2999,41380
421,C87,5488,28445
415,C88,5699,71326
387,C89,2758,54579
415,C90,5899,37541
411,C91,1799,71871
303,C92,5899,39884
422,C93,759,90437
409,C94,799,34092
423,C95,4999,42056
396,C96,1199,85233
392,C97,2999,90570
410,C98,3999,46278
424,C99,3449,18050
404,C100,1199,85948
303,C101,6699,42359
390,C102,3299,14034
417,C103,3988,96538
425,C104,2999,46481
405,C105,1399,24621
390,C106,1788,63419
407,C107,4099,46181
426,C108,2608,48047
427,C109,3988,94921
403,C110,3599,16380
400,C111,1199,49253
405,C112,3988,7458
428,C113,1799,2390
382,C114,1299,29953
383,C115,1099,21606
382,C116,1799,31194
383,C117,1099,25833
6,C118,1799,7156
6,C119,1599,52131
384,C120,1199,74192
384,C121,1399,3896
395,C122,1199,93876
395,C123,1099,25204
385,C124,1498,56458
394,C125,1199,6663
385,C126,1699,18677
394,C127,1799,24300
389,C128,2699,51405
381,C129,2999,82703
381,C130,2499,4653
390,C131,1099,52893
387,C132,2748,68456
411,C133,1199,13676
429,C134,1799,7515
392,C135,3499,42006
414,C136,5999,90002
392,C137,1999,93922
430,C138,1799,52561
392,C139,5488,20617
391,C140,8999,77049
413,C141,1598,45131
389,C142,2999,57690
406,C143,6299,56951
400,C144,1099,83196
405,C145,1799,83534
431,C146,2608,75049
392,C147,3988,84978
432,C148,1899,57499
432,C149,3499,21601
399,C150,2699,22645
409,C151,2999,4860
424,C152,1299,3040
433,C153,3999,51381
390,C154,1399,38458
397,C155,1199,64481
413,C156,2758,17265
434,C157,3988,5486
405,C158,2499,27534
435,C159,5849,63201
436,C160,2088,61905
437,C161,1699,43433
387,C162,1999,35924
404,C163,1399,25070
425,C164,2608,46006
438,C165,1698,54815
437,C166,1199,91314
402,C167,3599,22249
411,C168,2688,57514
439,C169,5679,95524
383,C170,2499,68099
382,C171,3499,44648
382,C172,4999,86304
383,C173,1899,36096
6,C174,1499,19656
6,C175,1999,58182
384,C176,1099,19215
395,C177,1399,17949
395,C178,2999,67294
384,C179,849,92217
385,C180,1799,77199
440,C181,2699,93357
432,C182,1899,42208
441,C183,2698,79181
394,C184,3988,10263
394,C185,4899,53049
385,C186,2499,99677
381,C187,1449,44797
389,C188,4899,34206
389,C189,1318,34472
381,C190,1199,28310
413,C191,1199,3991
390,C192,1199,50446
442,C193,3988,24280
387,C194,1799,28808
404,C195,1799,44928
434,C196,2698,90538
303,C197,8999,48739
419,C198,2258,7158
443,C199,1799,35976
402,C200,1299,16668
444,C201,1028,51625
445,C202,2608,30780
446,C203,2598,96187
410,C204,799,10669
303,C205,4999,27624
447,C206,2618,96969
448,C207,1380,45610
432,C208,4899,79192
449,C209,1699,98679
387,C210,1298,17115
409,C211,2746,18099
450,C212,2108,490
411,C213,1999,67278
399,C214,2718,99148
431,C215,2288,26618
447,C216,2618,45107
413,C217,1799,2392
405,C218,799,99114
404,C219,2499,45617
405,C220,1449,81664
415,C221,5699,33605
399,C222,1399,70965
425,C223,1999,82705
397,C224,1348,4586
397,C225,1999,52709
382,C226,1799,2426
382,C227,1199,29752
383,C228,1399,46352
383,C229,899,68914
6,C230,1199,99322
6,C231,1499,8620
395,C232,3988,85794
384,C233,1999,92825
395,C234,2758,20901
384,C235,2699,14377
394,C236,2599,99849
394,C237,799,69671
385,C238,3988,48771
389,C239,2499,13873
385,C240,1199,78112
389,C241,1399,19822
381,C242,1399,54084
381,C243,3499,20344
413,C244,1399,31104
397,C245,1299,3455
437,C246,3988,44487
399,C247,3299,27609
451,C248,2750,585
405,C249,1299,3358
392,C250,2738,15053
409,C251,588,55065
431,C252,2698,44088
452,C253,1099,67506
397,C254,2738,48910
453,C255,489,38062
413,C256,2699,90743
454,C257,1039,76554
455,C258,3988,28448
432,C259,5488,40744
456,C260,2199,27435
449,C261,2659,97917
457,C262,488,42110
453,C263,2499,83430
426,C264,1999,91623
437,C265,2698,70295
390,C266,1999,6581
416,C267,999,21460
458,C268,1129,53195
459,C269,1199,18755
460,C270,1868,52867
409,C271,3299,77765
449,C272,1899,22838
390,C273,1799,77190
461,C274,1028,18339
434,C275,588,70185
427,C276,3508,63039
387,C277,3499,37193
387,C278,999,66147
382,C279,5699,33688
382,C280,4899,4070
383,C281,2699,57670
383,C282,1399,3250
6,C283,4899,64859
6,C284,1299,75984
384,C285,2499,76226
384,C286,2499,79368
395,C287,1199,18883
395,C288,2758,44599
394,C289,2999,50719
394,C290,2499,30548
385,C291,1099,91486
385,C292,1999,52905
389,C293,3499,50167
381,C294,1799,70391
389,C295,1199,19194
381,C296,2699,67751
397,C297,3499,17296
449,C298,2259,87576
462,C299,1088,67370
463,C300,1348,32676
464,C301,1438,73664
408,C302,1799,52023
465,C303,3538,93011
445,C304,2268,96438
437,C305,1399,10780
425,C306,3988,76711
409,C307,799,27123
407,C308,8999,2100
386,C309,799,76668
414,C310,8999,35921
386,C311,2899,48316
417,C312,2698,12155
410,C313,1099,95400
399,C314,1829,80620
400,C315,3988,15299
409,C316,1399,12873
392,C317,3499,16219
445,C318,2698,37348
396,C319,2088,91571
399,C320,3988,45236
391,C321,5188,34740
466,C322,2188,20641
415,C323,7999,17360
435,C324,4999,74101
467,C325,2088,17319
393,C326,2888,6419
468,C327,2698,93211
411,C328,2499,51121
469,C329,2168,16848
464,C330,2088,76261
397,C331,4499,56209
382,C332,1999,1337
382,C333,1899,14069
383,C334,2899,82022
383,C335,799,93690
6,C336,2499,40504
6,C337,4999,69317
395,C338,3499,53397
384,C339,2999,42915
395,C340,2499,73813
384,C341,3988,9791
394,C342,3499,4269
394,C343,1099.01,29063
389,C344,1799,29198
389,C345,1099,49395
381,C346,849,49760
385,C347,1199,1258
385,C348,2699,92631
386,C349,1199,44172
409,C350,1299,20793
381,C351,3988,659
387,C352,1899,65801
413,C353,1438,16606
470,C354,1099,97920
421,C355,2999,25379
409,C356,3499,11054
387,C357,3499,22808
392,C358,1899,15926
419,C359,1498,64579
471,C360,1048,19448
429,C361,1899,48881
468,C362,3799,16584
402,C363,4599,15441
472,C364,2688,51323
449,C365,5488,10260
400,C366,5188,46402
437,C367,3499,87592
390,C368,1199,74154
419,C369,1028,5944
461,C370,868,13942
473,C371,2388,99539
414,C372,5088,65153
420,C373,2699,34903
434,C374,1298,50961
397,C375,1025,60392
399,C376,2499,76584
474,C377,2099,69196
475,C378,2388,93245
411,C379,899,80533
453,C380,589,54996
476,C381,1026,550
399,C382,3048,17553
413,C383,1199,11652
477,C384,2588,14811
382,C385,9999,64501
382,C386,849,35597
383,C387,1099,86121
6,C388,1099,78009
6,C389,1799,74422
383,C390,1099,35718
395,C391,3999,5313
395,C392,3499,27134
384,C393,1199,98878
394,C394,3299,59767
394,C395,4499,17879
389,C396,1199,66228
389,C397,499,82564
385,C398,1899,24338
385,C399,2499,37311
384,C400,1699,62790
409,C401,1299,54537
409,C402,5488,45496
381,C403,4899,64636
413,C404,1699,4083
415,C405,5088,84970
397,C406,3988,46662
444,C407,678,95228
407,C408,5988,12803
478,C409,2388,14820
479,C410,2488,43638
433,C411,7399,81497
480,C412,1099,59512
481,C413,2278,34563
387,C414,1378,33012
402,C415,1099,31404
437,C416,2699,43315
482,C417,999,56530
390,C418,1399,24632
437,C419,2668,61128
431,C420,3988,96014
483,C421,5679,29946
484,C422,2388,5621
381,C423,2888,34617
397,C424,1518,87248
431,C425,1088,47763
388,C426,4599,10827
398,C427,1099,62035
411,C428,3988,24983
405,C429,1399,68219
485,C430,1928,7807
482,C431,2598,65442
408,C432,3988,52030
486,C433,888,96402
487,C434,1288,41780
403,C435,5699,95925
413,C436,1199,62618
432,C437,3988,25858
382,C438,1099,9017
382,C439,7999,19615
6,C440,1299,88838
383,C441,1899,73443
6,C442,1899,67646
383,C443,599,12595
395,C444,799,24544
395,C445,1298.01,95958
389,C446,1318,46240
389,C447,1699,12372
394,C448,1199,54204
385,C449,4499,17328
394,C450,3499,25035
385,C451,4899,32124
409,C452,1599,41764
409,C453,1299,57258
437,C454,1327,44574
437,C455,1097,84560
397,C456,1199,22359
397,C457,5488,9589
387,C458,1199,44048
486,C459,1038,50822
488,C460,3399,68504
400,C461,5699,94386
489,C462,1399,21393
449,C463,2599,91446
476,C464,1288,97553
386,C465,1099,39259
490,C466,5788,33282
399,C467,1199,90223
434,C468,2398,96323
388,C469,3999,93668
381,C470,1399,41514
486,C471,1398,46387
491,C472,589,89899
386,C473,1428,56680
413,C474,849,96301
408,C475,3388,51022
434,C476,2999,52662
381,C477,1299,17211
492,C478,499,66833
384,C479,1799,15557
493,C480,588,49415
494,C481,1026,72648
427,C482,1999,79737
477,C483,3468,75956
387,C484,4499,95916
495,C485,2128,47027
496,C486,998,86131
398,C487,3988,72866
417,C488,1388,2017
497,C489,3999,40197
453,C490,849,58643
382,C491,799,57111
382,C492,649,51635
6,C493,3499,22826
6,C494,1299,37976
383,C495,899,27147
383,C496,1399,29222
395,C497,1338,69723
395,C498,1298,67977
389,C499,1399,25778
389,C500,2499,7432
394,C501,849.01,18890
385,C502,1318,62718
409,C503,2299,29116
409,C504,2746,57890
397,C505,1399,33343
437,C506,1399,44741
385,C507,2748,98786
394,C508,1899,78886
468,C509,3299,87276
498,C510,2568,86811
432,C511,1799,30918
387,C512,1458,36784
499,C513,2300,6275
410,C514,5088,54935
498,C515,2899,13512
500,C516,1328,55959
403,C517,3999,50572
402,C518,749,76182
501,C519,2108,43202
408,C520,999,26294
437,C521,749,53025
455,C522,1299,6378
54,C523,5599,37711
502,C524,1428,84351
503,C525,1199,64632
397,C526,3499,80057
444,C527,798,61942
493,C528,849.01,93343
444,C529,858,45328
504,C530,2078,58315
381,C531,5488,64023
505,C532,1120,76620
455,C533,2699,9959
492,C534,595,41637
488,C535,1999,29783
506,C536,1958,4172
396,C537,2299,54867
390,C538,3299,60692
436,C539,2888,80047
507,C540,1799,49589
508,C541,1720,61535
390,C542,488,10843
489,C543,1579,25666
382,C544,1699,7514
382,C545,4499,72524
6,C546,1899,29091
6,C547,2699,93603
383,C548,1799,18659
383,C549,1399,77988
395,C550,849,61432
395,C551,4499,218
389,C552,799,77061
389,C553,1199,33444
385,C554,1278,76455
394,C555,799,65212
385,C556,1199,66445
397,C557,1429,21284
455,C558,5488,33226
437,C559,849,33304
444,C560,1045,41081
397,C561,1899,20375
437,C562,1799,43133
465,C563,2068,35835
431,C564,2618,55192
425,C565,1298,84035
498,C566,1599,65407
509,C567,724,98777
394,C568,2999.01,90295
454,C569,858,21124
510,C570,360,41859
453,C571,489,67921
387,C572,1298,95377
511,C573,2588,6046
459,C574,1799,13545
512,C575,2799,49289
409,C576,1899,90954
393,C577,2088,66408
513,C578,2078,36459
435,C579,8999,77586
392,C580,1799,91356
514,C581,378,22753
515,C582,1118,79285
482,C583,1098,49781
449,C584,1699,82677
432,C585,1199,75866
419,C586,998,86477
410,C587,1199,94570
516,C588,1999,67904
384,C589,849,38684
517,C590,1499,46039
516,C591,3988,24588
453,C592,459,34565
495,C593,1328,54844
486,C594,1348,80498
518,C595,2198,42601
434,C596,1398,66933
382,C597,5488,58440
382,C598,1199,67191
6,C599,1199,21657
6,C600,2699,74637
383,C601,2499,96442
395,C602,1899,71313
383,C603,1199,74888
395,C604,1199,26507
389,C605,1318,11689
389,C606,1099,99914
385,C607,749,77604
437,C608,1099,36598
397,C609,799,79732
394,C610,779,19843
394,C611,4899,20735
519,C612,1799,821
399,C613,2499,10307
402,C614,949,55604
520,C615,908,77404
417,C616,3988,2546
444,C617,478,75140
475,C618,2388,75587
403,C619,4999,1624
417,C620,798,40035
521,C621,3988,52911
449,C622,2699,18201
466,C623,1958,53878
489,C624,1859,8920
518,C625,2198,82519
397,C626,2718,49087
396,C627,2588,17490
475,C628,2098,90390
424,C629,1499,15466
520,C630,1058,53017
522,C631,1728,27291
523,C632,910,11447
390,C633,588,27255
434,C634,3448,54414
431,C635,2999,64391
420,C636,2619,43680
466,C637,1188,24027
507,C638,2299,7431
404,C639,1499,27235
503,C640,599,50390
437,C641,1348,31497
